Title,URL,Listing Type,Base Price,Discount,Original Price,Monthly Rent,Service Charges,Utility Charges,Administrative Fee,Refundable Deposit,Raw Characteristics
"Recreational property to rent• 4 ložnice without real estateDolní Bojanovice - Dolní Bojanovice, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/880541-nabidka-pronajem-chaty-chalupy-dolni-bojanovice,Sale,,,,,,,,,"{""Name"": ""Na Šestnáctce se saunou a vířivkou"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Dolní Bojanovice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 14 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 2 ložnice without real estateBošice - Budilov, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/880756-nabidka-pronajem-chaty-chalupy-budilov,Sale,,,,,,,,,"{""Name"": ""AA Chalupa Šumava"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Budilov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 8 ložnic without real estateVelké Hamry - Velké Hamry, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/895624-nabidka-pronajem-chaty-chalupy-velke-hamry,Sale,,,,,,,,,"{""Name"": ""Vila Hamrska"", ""Bedroom"": ""8 ložnic"", ""Town"": ""Velké Hamry"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 28 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 1 ložnice without real estateSudoměř - Sudoměř, Středočeský Region",https://www.bezrealitky.com/properties-flats-houses/881863-nabidka-pronajem-chaty-chalupy-sudomer,Sale,,,,,,,,,"{""Name"": ""Glamping SunnyMoon"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Sudoměř"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 2 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 1 ložnice without real estateMšeno - Skramouš, Středočeský Region",https://www.bezrealitky.com/properties-flats-houses/881084-nabidka-pronajem-chaty-chalupy-mseno-skramous,Sale,,,,,,,,,"{""Name"": ""Maringotka v Kokořínské přírodě"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Mšeno - Skramouš"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateHlubočky - Hrubá Voda, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/881217-nabidka-pronajem-chaty-chalupy-hlubocky-hruba-voda,Sale,,,,,,,,,"{""Name"": ""Chalupa Hrubá Voda 18"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Hlubočky - Hrubá Voda"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 9 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 5 ložnic without real estateMalá Morava - Vojtíškov, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/881314-nabidka-pronajem-chaty-chalupy-mala-morava-vojtiskov,Sale,,,,,,,,,"{""Name"": ""Roubenky Vojtíškov"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Malá Morava - Vojtíškov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 14 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 8 ložnic without real estateKoberovy - Koberovy, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/884636-nabidka-pronajem-chaty-chalupy-koberovy-hamstejn,Sale,,,,,,,,,"{""Name"": ""Chalupa Hamštejn"", ""Bedroom"": ""8 ložnic"", ""Town"": ""Koberovy - Hamštejn"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 20 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateLobendava - Severní, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/881862-nabidka-pronajem-chaty-chalupy-lobendava-severni,Sale,,,,,,,,,"{""Name"": ""Chalupy Severní"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Lobendava - Severní"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 5 ložnic without real estateŽelízy - Želízy, Středočeský Region",https://www.bezrealitky.com/properties-flats-houses/882005-nabidka-pronajem-chaty-chalupy-zelizy,Sale,,,,,,,,,"{""Name"": ""Vila Anna"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Želízy"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 8 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateČerná v Pošumaví - Černá v Pošumaví, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/882002-nabidka-pronajem-chaty-chalupy-cerna-v-posumavi,Sale,,,,,,,,,"{""Name"": ""NAROZI prázdninový dům Lipno"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Černá v Pošumaví"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 5 ložnic without real estateSobotín - Sobotín, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/882244-nabidka-pronajem-chaty-chalupy-sobotin,Sale,,,,,,,,,"{""Name"": ""Chata Vlaštovička"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Sobotín"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 18 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 4 ložnice without real estateNová Ves v Horách - Nová Ves v Horách, Ústecký Region",https://www.bezrealitky.com/properties-flats-houses/883084-nabidka-pronajem-chaty-chalupy-nova-ves-v-horach,Sale,,,,,,,,,"{""Name"": ""Roubenka v kopci"", ""Bedroom"": ""4 ložnice"", ""Town"": ""Nová Ves v Horách"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 10 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateHalámky - Halámky, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/882610-nabidka-pronajem-chaty-chalupy-halamky,Sale,,,,,,,,,"{""Name"": ""Ubytování Halámky 38"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Halámky"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 10 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateŠakvice - Šakvice, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/899996-nabidka-pronajem-chaty-chalupy-sakvice,Sale,,,,,,,,,"{""Name"": ""Chalupa U Paňmamky"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Šakvice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateČervená Voda - Moravský Karlov, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/901347-nabidka-pronajem-chaty-chalupy-cervena-voda-moravsky-karlov,Sale,,,,,,,,,"{""Name"": ""Ubytování a Keramická dílna Habartovi"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Červená Voda - Moravský Karlov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 12 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateLibuň - Libunec, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/882608-nabidka-pronajem-chaty-chalupy-libun-libunec,Sale,,,,,,,,,"{""Name"": ""Chalupa u Prachovských skal"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Libuň - Libunec"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 9 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateObčov - Občov, Středočeský Region",https://www.bezrealitky.com/properties-flats-houses/882743-nabidka-pronajem-chaty-chalupy-obcov,Sale,,,,,,,,,"{""Name"": ""Samotka pod Brdy"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Občov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 4 osoby"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 5 ložnic without real estateTeplice nad Metují - Libná, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/882983-nabidka-pronajem-chaty-chalupy-zdonov-libna,Sale,,,,,,,,,"{""Name"": ""Chalupa Libná"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Zdoňov - Libná"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 16 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateVysoké nad Jizerou - Tříč, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/885881-nabidka-pronajem-chaty-chalupy-vysoke-nad-jizerou-horni-tric,Sale,,,,,,,,,"{""Name"": ""Chalupa Stodola"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Vysoké nad Jizerou - Horní Tříč"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateSenožaty - Senožaty, Vysočina Region",https://www.bezrealitky.com/properties-flats-houses/883085-nabidka-pronajem-chaty-chalupy-otavozaty,Sale,,,,,,,,,"{""Name"": ""Chalupa v klidném okolí Želivky"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Otavožaty"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 5 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateVysoké nad Jizerou - Vysoké nad Jizerou, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/910749-nabidka-pronajem-chaty-chalupy-vysoke-nad-jizerou,Sale,,,,,,,,,"{""Name"": ""Chalet Nikola"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Vysoké nad Jizerou"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateNové Hrady - Nové Hrady u Skutče, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/883389-nabidka-pronajem-chaty-chalupy-nove-hrady,Sale,,,,,,,,,"{""Name"": ""Tiny house s wellness"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Nové Hrady"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 4 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 6 ložnic without real estateNová Olešná - Nová Olešná, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/883390-nabidka-pronajem-chaty-chalupy-nova-olesna,Sale,,,,,,,,,"{""Name"": ""Fandův dvůr"", ""Bedroom"": ""6 ložnic"", ""Town"": ""Nová Olešná"", ""Wi-fi"": ""ano"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""12 až 21 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateVrbice - Vrbice u Velkých Pavlovic, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/883391-nabidka-pronajem-chaty-chalupy-vrbice,Sale,,,,,,,,,"{""Name"": ""Modrá chalupa"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Vrbice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 10 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateJedovnice - Jedovnice, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/883392-nabidka-pronajem-chaty-chalupy-jedovnice,Sale,,,,,,,,,"{""Name"": ""Chata Rozárka"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Jedovnice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 10 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateJosefův Důl - Antonínov, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/883393-nabidka-pronajem-chaty-chalupy-josefuv-dul-antoninov,Sale,,,,,,,,,"{""Name"": ""Roubenka Wintrovka"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Josefův Důl - Antonínov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 12 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateHroznová Lhota - Hroznová Lhota, Jihomoravský Region",https://www.bezrealitky.com/properties-flats-houses/883394-nabidka-pronajem-chaty-chalupy-hroznova-lhota,Sale,,,,,,,,,"{""Name"": ""Chatka Pod trnkovým stromem"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Hroznová Lhota"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 3 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateŽampach - Žampach, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/883395-nabidka-pronajem-chaty-chalupy-zampach,Sale,,,,,,,,,"{""Name"": ""Ve stráni"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Žampach"", ""Wi-fi"": ""ne"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ano"", ""Capacity"": ""1 až 3 osoby"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateDlouhá Ves - Platoř, Plzeňský Region",https://www.bezrealitky.com/properties-flats-houses/883531-nabidka-pronajem-chaty-chalupy-dlouha-ves-plator,Sale,,,,,,,,,"{""Name"": ""Vyhlídka Platoř"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Dlouhá Ves - Platoř"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""max. 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 10 ložnic without real estateDoksy - Žďár v Podbezdězí, Liberecký Region",https://www.bezrealitky.com/properties-flats-houses/883639-nabidka-pronajem-chaty-chalupy-doksy-zdar,Sale,,,,,,,,,"{""Name"": ""Chaloupka na vršku"", ""Bedroom"": ""10 ložnic"", ""Town"": ""Doksy - Žďár"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""18 až 23 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 5 ložnic without real estateHatín - Hatín, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/884377-nabidka-pronajem-chaty-chalupy-hatin-jemcina,Sale,,,,,,,,,"{""Name"": ""Chalupa Jemčinka"", ""Bedroom"": ""5 ložnic"", ""Town"": ""Hatín - Jemčina"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 14 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 12 ložnic without real estateVlčice - Vlčice u Trutnova, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/884637-nabidka-pronajem-chaty-chalupy-vlcice,Sale,,,,,,,,,"{""Name"": ""Rybník Dalibor"", ""Bedroom"": ""12 ložnic"", ""Town"": ""Vlčice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 24 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateLoučná nad Desnou - Rejhotice, Olomoucký Region",https://www.bezrealitky.com/properties-flats-houses/883807-nabidka-pronajem-chaty-chalupy-loucna-nad-desnou-rejhotice,Sale,,,,,,,,,"{""Name"": ""Cha-lu-pa"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Loučná nad Desnou - Rejhotice"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 6 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 7 ložnic without real estateStaré Sedlo - Darmyšl, Plzeňský Region",https://www.bezrealitky.com/properties-flats-houses/886551-nabidka-pronajem-chaty-chalupy-stare-sedlo-darmysl,Sale,,,,,,,,,"{""Name"": ""Darmyšl No.13"", ""Bedroom"": ""7 ložnic"", ""Town"": ""Staré Sedlo - Darmyšl"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 14 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ano"", ""Whirlpool"": ""ano""}"
"Recreational property to rent• 3 ložnice without real estateMladkov - Mladkov, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/883808-nabidka-pronajem-chaty-chalupy-mladkov,Sale,,,,,,,,,"{""Name"": ""Ubytování Dědinka"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Mladkov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""2 až 7 osob"", ""Crib"": ""ne"", ""Fire place"": ""ne"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 3 ložnice without real estateTrutnov - Oblanov, Královéhradecký Region",https://www.bezrealitky.com/properties-flats-houses/884638-nabidka-pronajem-chaty-chalupy-oblanov,Sale,,,,,,,,,"{""Name"": ""Chata Dolce"", ""Bedroom"": ""3 ložnice"", ""Town"": ""Oblanov"", ""Wi-fi"": ""ano"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ne"", ""Capacity"": ""max. 5 osob"", ""Crib"": ""ne"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateSeč - Seč, Pardubický Region",https://www.bezrealitky.com/properties-flats-houses/883809-nabidka-pronajem-chaty-chalupy-sec,Sale,,,,,,,,,"{""Name"": ""Chata 443"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Seč"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""2 až 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 2 ložnice without real estateTichov - Tichov, Zlínský Region",https://www.bezrealitky.com/properties-flats-houses/884639-nabidka-pronajem-chaty-chalupy-tichov,Sale,,,,,,,,,"{""Name"": ""Roubenka v Karpatech"", ""Bedroom"": ""2 ložnice"", ""Town"": ""Tichov"", ""Wi-fi"": ""ne"", ""Sauna"": ""ano"", ""Dogs allowed"": ""ne"", ""Capacity"": ""1 až 8 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
"Recreational property to rent• 1 ložnice without real estateŘímov - Dolní Stropnice, Jihočeský Region",https://www.bezrealitky.com/properties-flats-houses/884640-nabidka-pronajem-chaty-chalupy-dolni-stropnice,Sale,,,,,,,,,"{""Name"": ""Chaloupka Větrník"", ""Bedroom"": ""1 ložnice"", ""Town"": ""Dolní Stropnice"", ""Wi-fi"": ""ne"", ""Sauna"": ""ne"", ""Dogs allowed"": ""ano"", ""Capacity"": ""4 až 6 osob"", ""Crib"": ""ano"", ""Fire place"": ""ano"", ""Swimming pool"": ""ne"", ""Whirlpool"": ""ne""}"
